0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
有,沒,有,7.58,的,八卦,?,7.58,",",超會,凹,",",為,500,就,出賣,台灣,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,實況,界的掛,?,她,真的,漂亮,",",實況,第一,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
機車,考,第七次,才,過有,很,廢,嗎,?,現在,變難考,了,嗎,?,記得,以前,沒騎,過車,的,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,輪胎,要,大漲,的,八卦,?,昨天,換,bt601,還是,2300,喔,>,<,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
下星期,要換,cpu,了,該,怎麼,辦,?,錢,準備,好,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
知道,閉錄,電視,的,都,幾歲,了,?,on,),跟錄,影帶,都,不會分,",",真的,是,假會,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有人,只是,就,事論,事,討厭,韓國,體育,而已,?,板上,一堆,仇女,",",還,不是,看到,正妹,就,想,插,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,啥,水,煮,餐,都,比,較,貴,啊,?,因為,不能,用廉價,的,調味料,",",食材,就要,買,很,好,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,推薦,的,GIF,?,不會,分類,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
身上,只,剩下,日幣,萬円,",",嘟幾,?,哈,",",一堆,買賣,外幣,的,人才,要,擔心,五萬日幣,去,一次,就,沒,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
做,麵,包,不,自己,開店,是不是,就,註,定,終,生,撿,角,了,?,以,份量,大小,",",他,也,不是,台灣,賣,最貴,的,吧,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,中國人,揠苗助,長,的,八卦,?,現在,沒空理,中國人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
奧格瑪,出事,了,?,哪部,糞作,直接,講好,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
各位,無國籍,者,早安,",",車,?,難道,我,要,開啟,鵝,模式,了,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
哪些,算是,經典,動漫,神曲,?,城市,獵人,",",get,",",wild,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
色情,業者,會,不會,看著,自己,的,作品,尻,?,應該,說導,演會,不會,現場,翹,起,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
網紅,都,靠,時,下,梗,來紅,嗎,?,前,幾個,月,網紅們,瘋,穿,寶可夢緊,身衣,自拍,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
包,粽子,失敗,的,八卦,?,因為,西索,小時,候家裡,很,窮,不會,包,粽子,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
莒光,園地,跟,本土,劇哪個,演技,高,啊,?,本土,劇大勝,啦,",",很多,本土,劇演員,演技,都,比,偶像,劇演員,好,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
IP,?,你,想,講什麼,",",我,不,懂,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
2016,最,後,一天,還在,發廢文,是,什麼,感覺,?,",",噁,爛貼,圖,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,水果,冰淇淋,的,八卦,?,我,只,知道,陶大偉,的,嘎嘎,烏,拉拉,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
一堆,一塊,錢,該,怎麼,處理,?,去,有,可以,存零錢,的,ATM,",",丟進,去,讓,他數,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
高潮,快速道路,?,因為,台七是,後,來,才,改成,要,通到,宜蘭,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
遇到,很煩,的,長,輩,要,怎麼,辦,?,說,你,有,女朋友,就,好,了,",",然後找,你,喜歡,的,女生,假裝,你,女友,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
不給,你,1500,還是,收,你,20,哪種,比較,可惡,?,你,窮怪,我,啊,",",沒錢,滾出,台北,好,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
這回長,榮,損失,多少,?,台灣,老,闆,很多,都,喊,苦,",",房子,跑車,一直,買,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
會,去,剪,100,快,剪,的,人,都,是,怎麼樣,的,人,?,頭,髮,帥,有,屁用,",",臉,也,不會,比,較帥,",",剪剛,好,就,好,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
無,涯子,為,什麼,不,自己,報仇,?,傳給,他,認為,有,價值,的,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
今年,的,大,魔王,是,勇士,嗎,?,姆斯,還不夠,格當,救世主,",",姆,咪,以,為,這樣,可以,洗白,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
怎樣,才能,有種,不,平凡,呢,?,你,朋友,是,蟑螂,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
一個,人,吃,餐廳,很,丟臉,嗎,?,正常,",",有,時候,去,較,高檔,的,日料,滿多,一個,人,的,都,坐,吧台,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
直屬,學妹,變超,正,?,要不是,看過,那些,妹,以前,的,樣子,",",真的,會,被,騙,去當,工具,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
我,找到,100%,杜絕,遊戲,外掛,的,方式,?,不要,玩,就,沒,問題,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,十歲,時,有,什麼,外號,?,金槍,不,倒,大,屌,俠,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
八卦,版,的,肥宅,484,越來,越少,了,?,應該,說,",",在,10,年,還活,著,的,肥宅,有,幾個,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
九月,裡,",",平淡,無聊,",",一切,都,好,",",只缺,煩惱,?,九月,天高人,浮躁,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
樓下,學生妹,的,內褲,飛到,我家,",",該,怎麼還,她,?,放個,連假,肥宅,的,幻想,文,又,豐富,了,起來,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
到,今天,還沒看,玩,8,的,人,是不是,落伍,了,?,玩具,總動員,4,先出,再,說,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台北,車站,男廁,?,真的,都,是,甲文,台北,車站,男,廁是,什麼,新密語,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,咬,吐司,趕上,課,有加,分,嗎,?,肥宅,只會,鐵板,麵,大冰奶,",",這才,是,肥宅,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
朝田龍,太郎,有,在,幫人,割包皮,嗎,?,據,說,最近,那個,人工,移植,懶覺,的,也,是,他,的,徒弟,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
走私,的,東西,可以,充公,拍賣,繳國庫,嗎,?,拍賣,很多,人,搶,阿,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
任賢,齊演,楊過,跟,令狐,沖,?,任,以前,還有,上台,灣綜藝節,目時,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
車牌,是,ATM,開頭,的,車主,心情,如何,?,我,記得,ATM,是,2017,年底,台北市,發的牌,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
阿喜還,可以,撐,多久,?,她,的,價值,就是,素人,啊,",",變藝人,之,後,不,脫俗,又,不好,笑,也,沒,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
世界,最胖,的,將官,是,誰,?,他,真的,超肥,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
鼻翼,大,又,多,肉,一定,會,很,有,錢,嗎,?,人,古代人,窮,",",把,肥宅視,為,有,錢,人,",",現代肥宅,是,魯蛇,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
小石,現在,睡,的,?,老二,還在,羊,駝裡,啦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
什麼,時候,開始,流行,空氣,清淨機,?,我,一人住,一層,",",買,了,4,台清淨機,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有聲,優水瀨祈,又,要,來,台灣,的,八卦,?,其他人,好,強大想,看,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,翁倩玉,其實,地位,比,鄧麗君,",",高,的,八卦,嗎,?,陳,新,發才,是,台灣,以來,最,有名,的,槍擊,要犯,",",但是,鄉民,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
漢堡,王,的,漢堡,到底,好不好,吃,?,你,怎麼,不,去,肯德基,吃,蛋塔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有人,在,我家,樓下,叫囂,",",我該,怎麼,辦,?,不要,理他,",",他,背後會,有人,補刀,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
要,讓,座給,老人,還孕婦,?,孕婦,會,說,謝謝,",",老人,覺得,你,讓,位,是,應該,的,",",很,好,選,吧,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
蕾,為,什麼,可以,這麼,好,聽,?,可苦,可樂,還蠻,有名,的,啊,",",如果,十年,前常,聽,j,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
今年,賀歲,片,該,看成,龍,還是,周星馳,?,你,那邊,西元,幾年,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
484,沒有,當過,兵,才,會,幻想,國軍超,爆強,?,台灣,任何,一個,有,當過,兵,的,都,知道,國軍稱,一天,都,是,問題,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,和,甜,約,翰類,似的,女聲,?,氣象,預報,有點,蹊蹺,",",越,在意,越是,猜不著,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
黑傑克會,幫,自己,做大腸鏡,檢查,嗎,?,理論,上,是,可行,的,",",只有,設備夠,好,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
ptt,會不會,跟,天堂,一樣,變機器,人大,戰,?,國國國,國國國,國國國,國國國,國國國,國國國,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
八卦,妹妹,推文,活動,?,歐霓醬,",",今天,要給,我,錢,錢,哦,<,3,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
要,怎麼,找到,勁敵,?,先,走,去,大木,博士,家,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
記者,都,知道,酒店,怎麼,玩,?,我想,現任,總統,應該,也,沒,去過,",",她,是,哪,一種,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
貓咪擊,掌,的,時候,在,想,什麼,?,翻譯,:,鏟,屎,的,死,肥豬,",",別,碰,朕,的,龍體,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
宗教,好,屌,?,為,什麼,被,刪,除了,?,",",我覺,得,這,一篇,笑,話,蠻,好笑,的,阿,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""",化學,的,東西,"""",的,定義是,什麼,?,有些,人用,魚下,腳料,做,有機,液肥,",",結果,重金,屬超標,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
星,8,克,到底,哪裡,好喝,?,認真問,）,?,我,是,嘲笑,的,眼光,耶,",",嘻嘻,",",賣,的,跟,國外,差不多,價錢,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,打,不,打得贏,Phelps,?,不,專業,",",應該,改成,肥,宅,揹,另外,一個,肥宅,跟,菲爾比,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
上杉家,",",武田家,",",為,什麼滅,不,掉織,田家,?,日本,戰國,時代,跟,小朋友,騎馬,打仗,有,",",87,",",分像,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,的,沒,有,獵殺,肥仔,活動,?,已,報警,",",霸凌,就算,了還,打算,殺人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
陸生,說,:,「,台灣能,選舉,有些,羨慕,」,該,怎麼,回,?,跟,台灣人,結婚,就,好,啦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
看,八卦,板,不如,看民視,大時代,對,不,對,?,看,他,的,爆文,",",跟,寫作,能力,",",真的,讓,人,吸收,很多,知識,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,謝寒冰,認識,好萊塢,巨星,的,八卦,?,#,覺青,只,看三立,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
讀,理工,變動,漫宅,的,sop,是,?,因為,看到,真理,了,吧,",",人越,生越,多只,會,加速,地球,滅亡,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
城堡,裡面,的,國王,看到,猴子,跑,過來,?,白人,看到,黃,種人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
企鵝為,什麼,像,鴨子,?,拍蘿莉,拉,拍,企鵝嘛,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,胖,老爹,的,八卦,?,台灣,",",X,中國,台北,",",〇,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
學妹,說,要,讓,我,看,她,睡覺,的,樣子,",",意思,是,?,大家,傻傻,",",電腦,跟,手機,互傳,就,好,喇,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
被,女生,揪,吃,飯,是,什麼,感覺,?,就是,她,不想,花錢,吃,飯,而已,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
四天,連假,都,在,等,週三,上班,是不是,很魯,?,我,這,四天,放假,都,不敢,出門,",",等,連假,過後再,出去玩,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
是,=,=,還是,=,",",=,還是,=,",",=,還是,",",-,",",-,或是,—,—,?,羊羊,送,我,好,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,謝,炘,昊,的,八卦,?,把,到,鄧福,如,就,跩,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
夏天,在,沒,有空,調,的,地方,上班,",",會長,溼疹,嗎,?,肥宅,一年四季,都,在,長,啦,",",超,噁,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
給成,龍演,花木,蘭,的,"""",唐將,軍,"""",會,怎麼樣,?,搭家,同心,協力,~,~,~,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
九条,可憐,跟,大宮,忍,是,同文,同種,嗎,?,金剛,是,英國造,的,吧,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,以,為,別人,討厭,她,而,恨,活,自己,的,?,正妹,看到,肥宅,",",不是,翻白眼,就是,離,的,遠遠,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
